anio,mes,dia,pm25,festivo,temperatura,humedad,p1,presion,velocidad_prom,velocidad_max,direccion_prom,direccion_max,dia_semana_Domingo,dia_semana_Jueves,dia_semana_Lunes,dia_semana_Martes,dia_semana_Miercoles,dia_semana_Sabado,dia_semana_Viernes,estacion_Estacion Aranjuez,estacion_Estacion Caldas
2024,8,17,12,0,22,54,0,853,1,3,90,87,0,0,0,0,0,1,0,1,0
2024,8,18,14,0,23,62,0,852,1,2,66,65,1,0,0,0,0,0,0,1,0
2024,8,19,15,1,23,62,0,852,1,3,62,65,0,0,1,0,0,0,0,1,0
2024,8,20,18,0,23,62,0,852,1,3,71,71,0,0,0,1,0,0,0,1,0
2024,8,21,20,0,23,66,0,852,1,3,40,51,0,0,0,0,1,0,0,1,0
2024,8,22,16,0,22,71,0,851,1,2,246,228,0,1,0,0,0,0,0,1,0
2024,8,23,13,0,22,73,0,852,1,2,208,194,0,0,0,0,0,0,1,1,0
2024,8,24,13,0,21,76,0,853,0,1,240,235,0,0,0,0,0,1,0,1,0
2024,8,25,11,0,21,79,0,853,1,1,276,257,1,0,0,0,0,0,0,1,0
2024,8,26,17,0,21,76,0,853,1,1,220,201,0,0,1,0,0,0,0,1,0
2024,8,27,17,0,22,69,0,854,1,2,91,87,0,0,0,1,0,0,0,1,0
2024,8,28,19,0,24,64,0,852,2,3,56,67,0,0,0,0,1,0,0,1,0
2024,8,29,15,0,22,69,0,852,1,2,212,213,0,1,0,0,0,0,0,1,0
2024,8,30,22,0,23,55,0,852,1,2,246,238,0,0,0,0,0,0,1,1,0
2024,8,31,26,0,22,67,0,853,1,2,225,212,0,0,0,0,0,1,0,1,0
2024,9,1,12,0,20,81,0,853,1,1,212,205,1,0,0,0,0,0,0,1,0
2024,9,2,22,0,22,74,0,852,1,2,193,191,0,0,1,0,0,0,0,1,0
2024,9,3,22,0,21,71,0,851,1,2,189,192,0,0,0,1,0,0,0,1,0
2024,9,4,19,0,22,75,0,851,1,3,67,68,0,0,0,0,1,0,0,1,0
2024,9,6,22,0,23,64,0,850,1,3,110,102,0,0,0,0,0,0,1,1,0
2024,9,7,19,0,22,70,0,850,1,3,81,83,0,0,0,0,0,1,0,1,0
2024,9,8,20,0,23,57,0,850,1,2,113,104,1,0,0,0,0,0,0,1,0
2024,9,10,21,0,22,64,0,851,1,2,62,66,0,0,0,1,0,0,0,1,0
2024,9,11,21,0,23,65,0,850,1,3,55,62,0,0,0,0,1,0,0,1,0
2024,9,12,22,0,23,73,0,850,1,3,63,68,0,1,0,0,0,0,0,1,0
2024,9,13,15,0,22,69,0,852,1,3,68,80,0,0,0,0,0,0,1,1,0
2024,9,15,15,0,24,62,0,851,2,3,42,54,1,0,0,0,0,0,0,1,0
2024,9,16,17,0,24,61,0,850,1,2,176,180,0,0,1,0,0,0,0,1,0
2024,9,18,19,0,24,61,0,850,1,3,52,61,0,0,0,0,1,0,0,1,0
2024,9,19,21,0,23,68,0,849,2,3,32,44,0,1,0,0,0,0,0,1,0
2024,9,20,21,0,22,68,0,849,1,2,212,209,0,0,0,0,0,0,1,1,0
2024,9,21,19,0,23,62,0,851,1,1,212,210,0,0,0,0,0,1,0,1,0
2024,9,22,14,0,20,80,0,851,1,1,228,226,1,0,0,0,0,0,0,1,0
2024,9,23,14,0,21,78,0,852,1,2,46,73,0,0,1,0,0,0,0,1,0
2024,9,24,15,0,23,68,0,851,1,2,49,62,0,0,0,1,0,0,0,1,0
2024,9,25,16,0,22,70,0,851,1,2,199,194,0,0,0,0,1,0,0,1,0
2024,9,26,11,0,19,80,0,852,0,1,247,238,0,1,0,0,0,0,0,1,0
2024,9,27,27,0,19,79,0,852,0,1,273,270,0,0,0,0,0,0,1,1,0
2024,9,28,26,0,19,81,0,852,0,1,198,194,0,0,0,0,0,1,0,1,0
2024,9,29,15,0,18,87,0,853,0,1,266,256,1,0,0,0,0,0,0,1,0
2024,9,30,19,0,19,81,0,852,0,1,258,246,0,0,1,0,0,0,0,1,0
